map,map_width,map_height,scenario_id,start,goal,manhattan_distance,euclidean_distance,algorithm,path_length,path_cost,visited_nodes,execution_time_ms,corridor_size,corridor_time_ms,expansions,found
den312d,65,81,50,"(21, 37)","(2, 29)",27,20.615528128088304,BFS,28,27.0,941,1.5685558319091797,,,0,True
den312d,65,81,51,"(47, 64)","(5, 15)",91,64.53681120105021,AILS,62,73.4264068711928,255,3.5212039947509766,382.0,0.8406639099121094,0,True
den312d,65,81,51,"(47, 64)","(5, 15)",91,64.53681120105021,A*,61,72.8406204335659,560,6.461381912231445,,,0,True
den312d,65,81,51,"(47, 64)","(5, 15)",91,64.53681120105021,Dijkstra,61,72.8406204335659,3801,29.36244010925293,,,0,True
den312d,65,81,51,"(47, 64)","(5, 15)",91,64.53681120105021,BFS,92,91.0,3872,7.509708404541016,,,0,True
den312d,65,81,52,"(19, 42)","(35, 75)",49,36.6742416417845,AILS,39,42.55634918610404,146,2.1266937255859375,243.0,0.5967617034912109,0,True
den312d,65,81,52,"(19, 42)","(35, 75)",49,36.6742416417845,A*,38,41.970562748477136,273,3.113985061645508,,,0,True
den312d,65,81,52,"(19, 42)","(35, 75)",49,36.6742416417845,Dijkstra,38,41.970562748477136,2786,22.11785316467285,,,0,True
den312d,65,81,52,"(19, 42)","(35, 75)",49,36.6742416417845,BFS,50,49.0,2917,5.303621292114258,,,0,True
den312d,65,81,53,"(46, 1)","(38, 2)",9,8.06225774829855,AILS,10,9.0,10,0.31280517578125,88.0,0.171661376953125,0,True
den312d,65,81,53,"(46, 1)","(38, 2)",9,8.06225774829855,A*,10,9.0,10,0.11229515075683594,,,0,True
den312d,65,81,53,"(46, 1)","(38, 2)",9,8.06225774829855,Dijkstra,10,9.0,77,0.6616115570068359,,,0,True
den312d,65,81,53,"(46, 1)","(38, 2)",9,8.06225774829855,BFS,10,9.0,63,0.09417533874511719,,,0,True
den312d,65,81,54,"(45, 14)","(41, 18)",8,5.656854249492381,AILS,5,5.656854249492381,5,0.17690658569335938,33.0,0.0782012939453125,0,True
den312d,65,81,54,"(45, 14)","(41, 18)",8,5.656854249492381,A*,5,5.656854249492381,5,0.08988380432128906,,,0,True
den312d,65,81,54,"(45, 14)","(41, 18)",8,5.656854249492381,Dijkstra,5,5.656854249492381,69,0.5960464477539062,,,0,True
den312d,65,81,54,"(45, 14)","(41, 18)",8,5.656854249492381,BFS,9,8.0,114,0.16832351684570312,,,0,True
den312d,65,81,55,"(45, 40)","(42, 40)",3,3.0,AILS,6,5.0,7,0.14352798461914062,37.0,0.0667572021484375,0,True
den312d,65,81,55,"(45, 40)","(42, 40)",3,3.0,A*,6,5.0,7,0.07343292236328125,,,0,True
den312d,65,81,55,"(45, 40)","(42, 40)",3,3.0,Dijkstra,6,5.0,43,0.3750324249267578,,,0,True
den312d,65,81,55,"(45, 40)","(42, 40)",3,3.0,BFS,6,5.0,46,0.05745887756347656,,,0,True
den312d,65,81,56,"(36, 46)","(63, 79)",60,42.638011210655684,AILS,41,48.28427124746189,288,5.6133270263671875,271.0,0.5869865417480469,1,True
den312d,65,81,56,"(36, 46)","(63, 79)",60,42.638011210655684,A*,41,48.28427124746189,296,3.326416015625,,,0,True
den312d,65,81,56,"(36, 46)","(63, 79)",60,42.638011210655684,Dijkstra,41,48.28427124746189,3633,30.60173988342285,,,0,True
den312d,65,81,56,"(36, 46)","(63, 79)",60,42.638011210655684,BFS,61,60.0,3775,7.254362106323242,,,0,True
den312d,65,81,57,"(10, 64)","(38, 18)",74,53.85164807134504,AILS,57,66.76955262170044,526,7.920503616333008,354.0,0.8435249328613281,1,True
den312d,65,81,57,"(10, 64)","(38, 18)",74,53.85164807134504,A*,57,66.76955262170044,1025,11.84701919555664,,,0,True
den312d,65,81,57,"(10, 64)","(38, 18)",74,53.85164807134504,Dijkstra,57,66.76955262170043,3376,26.869535446166992,,,0,True
den312d,65,81,57,"(10, 64)","(38, 18)",74,53.85164807134504,BFS,79,78.0,3410,6.653547286987305,,,0,True
den312d,65,81,58,"(31, 1)","(19, 73)",84,72.99315036357864,AILS,75,79.7989898732233,301,4.400491714477539,513.0,1.27410888671875,0,True
den312d,65,81,58,"(31, 1)","(19, 73)",84,72.99315036357864,A*,75,78.97056274847711,621,6.798028945922852,,,0,True
den312d,65,81,58,"(31, 1)","(19, 73)",84,72.99315036357864,Dijkstra,75,78.97056274847711,3553,27.270793914794922,,,0,True
den312d,65,81,58,"(31, 1)","(19, 73)",84,72.99315036357864,BFS,85,84.0,3456,6.774187088012695,,,0,True
den312d,65,81,59,"(29, 5)","(20, 73)",77,68.59300255857006,AILS,71,75.3847763108502,451,9.128808975219727,480.0,1.2247562408447266,1,True
den312d,65,81,59,"(29, 5)","(20, 73)",77,68.59300255857006,A*,72,75.14213562373095,756,8.52060317993164,,,0,True
den312d,65,81,59,"(29, 5)","(20, 73)",77,68.59300255857006,Dijkstra,72,75.14213562373095,3570,27.48417854309082,,,0,True
den312d,65,81,59,"(29, 5)","(20, 73)",77,68.59300255857006,BFS,80,79.0,3422,6.573915481567383,,,0,True
den312d,65,81,60,"(21, 57)","(27, 39)",24,18.973665961010276,AILS,21,21.65685424949238,64,1.0886192321777344,149.0,0.35309791564941406,0,True
den312d,65,81,60,"(21, 57)","(27, 39)",24,18.973665961010276,A*,21,21.65685424949238,67,0.7772445678710938,,,0,True
den312d,65,81,60,"(21, 57)","(27, 39)",24,18.973665961010276,Dijkstra,21,21.65685424949238,933,7.370471954345703,,,0,True
den312d,65,81,60,"(21, 57)","(27, 39)",24,18.973665961010276,BFS,25,24.0,959,1.6393661499023438,,,0,True
den312d,65,81,61,"(36, 52)","(41, 66)",19,14.866068747318506,AILS,17,18.071067811865476,50,0.8032321929931641,115.0,0.2675056457519531,0,True
den312d,65,81,61,"(36, 52)","(41, 66)",19,14.866068747318506,A*,17,18.071067811865476,60,0.6794929504394531,,,0,True
den312d,65,81,61,"(36, 52)","(41, 66)",19,14.866068747318506,Dijkstra,17,18.071067811865476,600,4.81104850769043,,,0,True
den312d,65,81,61,"(36, 52)","(41, 66)",19,14.866068747318506,BFS,22,21.0,711,1.154184341430664,,,0,True
den312d,65,81,62,"(2, 41)","(22, 57)",36,25.612496949731394,AILS,24,28.384776310850242,94,1.3430118560791016,182.0,0.35309791564941406,0,True
den312d,65,81,62,"(2, 41)","(22, 57)",36,25.612496949731394,A*,24,28.384776310850242,105,1.1942386627197266,,,0,True
den312d,65,81,62,"(2, 41)","(22, 57)",36,25.612496949731394,Dijkstra,24,28.384776310850242,774,6.030082702636719,,,0,True
den312d,65,81,62,"(2, 41)","(22, 57)",36,25.612496949731394,BFS,37,36.0,971,1.6903877258300781,,,0,True
den312d,65,81,63,"(16, 63)","(51, 62)",36,35.014282800023196,AILS,37,36.828427124746185,95,1.7514228820800781,249.0,0.6132125854492188,0,True
den312d,65,81,63,"(16, 63)","(51, 62)",36,35.014282800023196,A*,37,36.828427124746185,95,1.1277198791503906,,,0,True
den312d,65,81,63,"(16, 63)","(51, 62)",36,35.014282800023196,Dijkstra,37,36.828427124746185,1763,14.195919036865234,,,0,True
den312d,65,81,63,"(16, 63)","(51, 62)",36,35.014282800023196,BFS,39,38.0,1571,2.8009414672851562,,,0,True
den312d,65,81,64,"(63, 12)","(22, 10)",43,41.048751503547585,AILS,45,46.071067811865476,136,2.14385986328125,315.0,0.7681846618652344,0,True
den312d,65,81,64,"(63, 12)","(22, 10)",43,41.048751503547585,A*,45,45.242640687119284,234,2.721071243286133,,,0,True
den312d,65,81,64,"(63, 12)","(22, 10)",43,41.048751503547585,Dijkstra,45,45.242640687119284,1360,10.568857192993164,,,0,True
den312d,65,81,64,"(63, 12)","(22, 10)",43,41.048751503547585,BFS,48,47.0,1223,2.1772384643554688,,,0,True
den312d,65,81,65,"(30, 69)","(18, 37)",44,34.17601498127012,AILS,35,38.14213562373095,185,3.8394927978515625,219.0,0.5590915679931641,1,True
den312d,65,81,65,"(30, 69)","(18, 37)",44,34.17601498127012,A*,35,38.14213562373095,217,3.6847591400146484,,,0,True
den312d,65,81,65,"(30, 69)","(18, 37)",44,34.17601498127012,Dijkstra,35,38.14213562373095,1959,15.325307846069336,,,0,True
den312d,65,81,65,"(30, 69)","(18, 37)",44,34.17601498127012,BFS,45,44.0,1993,3.448486328125,,,0,True
den312d,65,81,66,"(47, 76)","(6, 78)",43,41.048751503547585,AILS,42,45.14213562373094,171,4.257678985595703,302.0,0.7615089416503906,1,True
den312d,65,81,66,"(47, 76)","(6, 78)",43,41.048751503547585,A*,42,45.14213562373094,171,1.9245147705078125,,,0,True
den312d,65,81,66,"(47, 76)","(6, 78)",43,41.048751503547585,Dijkstra,42,45.14213562373094,1706,12.850522994995117,,,0,True
den312d,65,81,66,"(47, 76)","(6, 78)",43,41.048751503547585,BFS,52,51.0,1758,3.0815601348876953,,,0,True
den312d,65,81,67,"(43, 66)","(14, 58)",37,30.083217912982647,AILS,33,34.071067811865476,108,1.6379356384277344,201.0,0.4913806915283203,0,True
den312d,65,81,67,"(43, 66)","(14, 58)",37,30.083217912982647,A*,31,32.89949493661167,101,1.1637210845947266,,,0,True
den312d,65,81,67,"(43, 66)","(14, 58)",37,30.083217912982647,Dijkstra,31,32.89949493661167,1533,11.648416519165039,,,0,True
den312d,65,81,67,"(43, 66)","(14, 58)",37,30.083217912982647,BFS,38,37.0,1556,2.658367156982422,,,0,True
den312d,65,81,68,"(9, 5)","(54, 58)",98,69.52697318307479,AILS,70,81.01219330881972,577,10.730504989624023,427.0,0.9684562683105469,1,True
den312d,65,81,68,"(9, 5)","(54, 58)",98,69.52697318307479,A*,66,78.6690475583121,713,8.111000061035156,,,0,True
den312d,65,81,68,"(9, 5)","(54, 58)",98,69.52697318307479,Dijkstra,66,78.6690475583121,3467,26.823997497558594,,,0,True
den312d,65,81,68,"(9, 5)","(54, 58)",98,69.52697318307479,BFS,99,98.0,3622,6.936311721801758,,,0,True
den312d,65,81,69,"(42, 11)","(39, 27)",19,16.278820596099706,AILS,17,17.242640687119287,42,0.8447170257568359,113.0,0.2789497375488281,0,True
den312d,65,81,69,"(42, 11)","(39, 27)",19,16.278820596099706,A*,17,17.242640687119287,42,0.5590915679931641,,,0,True
den312d,65,81,69,"(42, 11)","(39, 27)",19,16.278820596099706,Dijkstra,17,17.242640687119287,534,4.263162612915039,,,0,True
den312d,65,81,69,"(42, 11)","(39, 27)",19,16.278820596099706,BFS,20,19.0,547,0.8790493011474609,,,0,True
den312d,65,81,70,"(52, 71)","(59, 19)",59,52.46903848937962,AILS,56,57.485281374238554,197,2.9935836791992188,369.0,0.881195068359375,0,True
den312d,65,81,70,"(52, 71)","(59, 19)",59,52.46903848937962,A*,56,56.65685424949237,200,2.312183380126953,,,0,True
den312d,65,81,70,"(52, 71)","(59, 19)",59,52.46903848937962,Dijkstra,56,56.65685424949237,2447,18.648862838745117,,,0,True
den312d,65,81,70,"(52, 71)","(59, 19)",59,52.46903848937962,BFS,60,59.0,2268,4.029512405395508,,,0,True
den312d,65,81,71,"(12, 28)","(47, 56)",63,44.82186966202994,AILS,40,48.941125496954264,100,1.7430782318115234,272.0,0.5936622619628906,0,True
den312d,65,81,71,"(12, 28)","(47, 56)",63,44.82186966202994,A*,40,48.941125496954264,141,1.6431808471679688,,,0,True
den312d,65,81,71,"(12, 28)","(47, 56)",63,44.82186966202994,Dijkstra,40,48.941125496954264,2754,21.078824996948242,,,0,True
den312d,65,81,71,"(12, 28)","(47, 56)",63,44.82186966202994,BFS,64,63.0,3273,6.093025207519531,,,0,True
den312d,65,81,72,"(11, 25)","(46, 75)",85,61.032778078668514,AILS,60,69.76955262170043,457,7.991790771484375,368.0,0.8602142333984375,1,True
den312d,65,81,72,"(11, 25)","(46, 75)",85,61.032778078668514,A*,60,69.76955262170043,576,6.563425064086914,,,0,True
den312d,65,81,72,"(11, 25)","(46, 75)",85,61.032778078668514,Dijkstra,60,69.76955262170043,3825,29.213428497314453,,,0,True
den312d,65,81,72,"(11, 25)","(46, 75)",85,61.032778078668514,BFS,86,85.0,3828,7.2269439697265625,,,0,True
den312d,65,81,73,"(34, 31)","(41, 63)",39,32.7566787083184,AILS,36,37.48528137423857,115,1.8253326416015625,252.0,0.6012916564941406,0,True
den312d,65,81,73,"(34, 31)","(41, 63)",39,32.7566787083184,A*,36,37.48528137423857,200,2.1712779998779297,,,0,True
den312d,65,81,73,"(34, 31)","(41, 63)",39,32.7566787083184,Dijkstra,36,37.48528137423857,2627,20.839214324951172,,,0,True
den312d,65,81,73,"(34, 31)","(41, 63)",39,32.7566787083184,BFS,42,41.0,2471,4.22358512878418,,,0,True
den312d,65,81,74,"(62, 73)","(17, 17)",101,71.84010022264724,AILS,73,84.0121933088197,528,8.289813995361328,477.0,1.0056495666503906,1,True
den312d,65,81,74,"(62, 73)","(17, 17)",101,71.84010022264724,A*,73,84.0121933088197,840,9.127378463745117,,,0,True
den312d,65,81,74,"(62, 73)","(17, 17)",101,71.84010022264724,Dijkstra,73,84.0121933088197,3498,26.36885643005371,,,0,True
den312d,65,81,74,"(62, 73)","(17, 17)",101,71.84010022264724,BFS,102,101.0,3589,6.88624382019043,,,0,True
den312d,65,81,75,"(39, 12)","(41, 26)",16,14.142135623730951,AILS,15,15.65685424949238,43,0.7982254028320312,123.0,0.2582073211669922,0,True
den312d,65,81,75,"(39, 12)","(41, 26)",16,14.142135623730951,A*,15,15.65685424949238,43,0.5130767822265625,,,0,True
den312d,65,81,75,"(39, 12)","(41, 26)",16,14.142135623730951,Dijkstra,15,15.65685424949238,357,2.8276443481445312,,,0,True
den312d,65,81,75,"(39, 12)","(41, 26)",16,14.142135623730951,BFS,19,18.0,413,0.6656646728515625,,,0,True
den312d,65,81,76,"(32, 48)","(15, 67)",36,25.495097567963924,AILS,24,28.384776310850242,71,1.1372566223144531,157.0,0.32401084899902344,0,True
den312d,65,81,76,"(32, 48)","(15, 67)",36,25.495097567963924,A*,24,28.384776310850242,86,1.194000244140625,,,0,True
den312d,65,81,76,"(32, 48)","(15, 67)",36,25.495097567963924,Dijkstra,24,28.384776310850242,1606,12.630939483642578,,,0,True
den312d,65,81,76,"(32, 48)","(15, 67)",36,25.495097567963924,BFS,37,36.0,2022,3.4046173095703125,,,0,True
den312d,65,81,77,"(33, 58)","(30, 57)",4,3.1622776601683795,AILS,4,3.414213562373095,6,0.1900196075439453,38.0,0.06961822509765625,0,True
den312d,65,81,77,"(33, 58)","(30, 57)",4,3.1622776601683795,A*,4,3.414213562373095,6,0.09202957153320312,,,0,True
den312d,65,81,77,"(33, 58)","(30, 57)",4,3.1622776601683795,Dijkstra,4,3.414213562373095,25,0.22745132446289062,,,0,True
den312d,65,81,77,"(33, 58)","(30, 57)",4,3.1622776601683795,BFS,5,4.0,36,0.0438690185546875,,,0,True
den312d,65,81,78,"(42, 75)","(23, 25)",69,53.48831648126533,AILS,57,62.21320343559641,461,7.699489593505859,353.0,0.8654594421386719,1,True
den312d,65,81,78,"(42, 75)","(23, 25)",69,53.48831648126533,A*,57,62.21320343559641,776,8.425712585449219,,,0,True
den312d,65,81,78,"(42, 75)","(23, 25)",69,53.48831648126533,Dijkstra,57,62.21320343559641,2824,21.2557315826416,,,0,True
den312d,65,81,78,"(42, 75)","(23, 25)",69,53.48831648126533,BFS,72,71.0,2941,5.402326583862305,,,0,True
den312d,65,81,79,"(55, 66)","(40, 4)",77,63.788713735268246,AILS,65,69.38477631085021,211,3.553152084350586,407.0,1.224517822265625,0,True
den312d,65,81,79,"(55, 66)","(40, 4)",77,63.788713735268246,A*,65,69.3847763108502,298,3.325223922729492,,,0,True
den312d,65,81,79,"(55, 66)","(40, 4)",77,63.788713735268246,Dijkstra,65,69.3847763108502,3465,26.419401168823242,,,0,True
den312d,65,81,79,"(55, 66)","(40, 4)",77,63.788713735268246,BFS,78,77.0,3268,6.2046051025390625,,,0,True
den312d,65,81,80,"(26, 4)","(17, 42)",47,39.05124837953327,AILS,43,44.071067811865476,114,2.0046234130859375,284.0,0.6842613220214844,0,True
den312d,65,81,80,"(26, 4)","(17, 42)",47,39.05124837953327,A*,43,44.071067811865476,144,1.672506332397461,,,0,True
den312d,65,81,80,"(26, 4)","(17, 42)",47,39.05124837953327,Dijkstra,43,44.071067811865476,1860,14.901161193847656,,,0,True
den312d,65,81,80,"(26, 4)","(17, 42)",47,39.05124837953327,BFS,48,47.0,1746,3.099203109741211,,,0,True
den312d,65,81,81,"(54, 47)","(33, 33)",35,25.238858928247925,AILS,25,29.384776310850242,150,3.695249557495117,178.0,0.3788471221923828,1,True
den312d,65,81,81,"(54, 47)","(33, 33)",35,25.238858928247925,A*,25,29.384776310850242,150,1.71661376953125,,,0,True
den312d,65,81,81,"(54, 47)","(33, 33)",35,25.238858928247925,Dijkstra,25,29.384776310850242,1234,9.351015090942383,,,0,True
den312d,65,81,81,"(54, 47)","(33, 33)",35,25.238858928247925,BFS,38,37.0,1540,2.693653106689453,,,0,True
den312d,65,81,82,"(49, 6)","(30, 7)",20,19.026297590440446,AILS,20,20.242640687119284,50,0.9629726409912109,122.0,0.32067298889160156,0,True
den312d,65,81,82,"(49, 6)","(30, 7)",20,19.026297590440446,A*,20,20.242640687119284,50,0.6389617919921875,,,0,True
den312d,65,81,82,"(49, 6)","(30, 7)",20,19.026297590440446,Dijkstra,20,20.242640687119284,531,4.057407379150391,,,0,True
den312d,65,81,82,"(49, 6)","(30, 7)",20,19.026297590440446,BFS,23,22.0,515,0.8490085601806641,,,0,True
den312d,65,81,83,"(21, 20)","(33, 25)",17,13.0,AILS,15,15.242640687119286,30,0.5960464477539062,98.0,0.2167224884033203,0,True
den312d,65,81,83,"(21, 20)","(33, 25)",17,13.0,A*,15,15.242640687119286,30,0.37217140197753906,,,0,True
den312d,65,81,83,"(21, 20)","(33, 25)",17,13.0,Dijkstra,15,15.242640687119286,415,3.2432079315185547,,,0,True
den312d,65,81,83,"(21, 20)","(33, 25)",17,13.0,BFS,18,17.0,440,0.6895065307617188,,,0,True
den312d,65,81,84,"(60, 11)","(59, 66)",56,55.00909015790027,AILS,62,67.2132034355964,297,6.721973419189453,440.0,1.0395050048828125,1,True
den312d,65,81,84,"(60, 11)","(59, 66)",56,55.00909015790027,A*,57,60.14213562373094,200,2.1708011627197266,,,0,True
den312d,65,81,84,"(60, 11)","(59, 66)",56,55.00909015790027,Dijkstra,57,60.14213562373094,2446,18.641233444213867,,,0,True
den312d,65,81,84,"(60, 11)","(59, 66)",56,55.00909015790027,BFS,67,66.0,2413,4.48155403137207,,,0,True
den312d,65,81,85,"(48, 70)","(32, 14)",72,58.240879114244144,AILS,61,66.62741699796949,406,9.219169616699219,389.0,0.9698867797851562,1,True
den312d,65,81,85,"(48, 70)","(32, 14)",72,58.240879114244144,A*,62,65.55634918610403,550,6.027460098266602,,,0,True
den312d,65,81,85,"(48, 70)","(32, 14)",72,58.240879114244144,Dijkstra,62,65.55634918610403,3171,25.258779525756836,,,0,True
den312d,65,81,85,"(48, 70)","(32, 14)",72,58.240879114244144,BFS,73,72.0,3046,5.683183670043945,,,0,True
den312d,65,81,86,"(2, 36)","(8, 45)",15,10.816653826391969,AILS,10,11.485281374238571,17,0.4115104675292969,76.0,0.16927719116210938,0,True
den312d,65,81,86,"(2, 36)","(8, 45)",15,10.816653826391969,A*,10,11.485281374238571,17,0.21696090698242188,,,0,True
den312d,65,81,86,"(2, 36)","(8, 45)",15,10.816653826391969,Dijkstra,10,11.485281374238571,164,1.2750625610351562,,,0,True
den312d,65,81,86,"(2, 36)","(8, 45)",15,10.816653826391969,BFS,16,15.0,216,0.34046173095703125,,,0,True
den312d,65,81,87,"(42, 19)","(42, 39)",20,20.0,AILS,21,20.0,21,0.6513595581054688,125.0,0.33020973205566406,0,True
den312d,65,81,87,"(42, 19)","(42, 39)",20,20.0,A*,21,20.0,21,0.29969215393066406,,,0,True
den312d,65,81,87,"(42, 19)","(42, 39)",20,20.0,Dijkstra,21,20.0,804,6.281137466430664,,,0,True
den312d,65,81,87,"(42, 19)","(42, 39)",20,20.0,BFS,21,20.0,700,1.1196136474609375,,,0,True
den312d,65,81,88,"(27, 65)","(41, 45)",34,24.413111231467404,AILS,24,27.55634918610405,92,1.3093948364257812,150.0,0.3497600555419922,0,True
den312d,65,81,88,"(27, 65)","(41, 45)",34,24.413111231467404,A*,23,26.970562748477146,110,1.2497901916503906,,,0,True
den312d,65,81,88,"(27, 65)","(41, 45)",34,24.413111231467404,Dijkstra,23,26.970562748477146,1297,10.075807571411133,,,0,True
den312d,65,81,88,"(27, 65)","(41, 45)",34,24.413111231467404,BFS,35,34.0,1560,2.6531219482421875,,,0,True
den312d,65,81,89,"(14, 5)","(24, 11)",16,11.661903789690601,AILS,14,15.071067811865476,50,0.7109642028808594,81.0,0.18072128295898438,0,True
den312d,65,81,89,"(14, 5)","(24, 11)",16,11.661903789690601,A*,14,15.071067811865476,74,0.8523464202880859,,,0,True
den312d,65,81,89,"(14, 5)","(24, 11)",16,11.661903789690601,Dijkstra,14,15.071067811865476,301,2.4459362030029297,,,0,True
den312d,65,81,89,"(14, 5)","(24, 11)",16,11.661903789690601,BFS,19,18.0,338,0.54931640625,,,0,True
den312d,65,81,90,"(36, 40)","(45, 7)",42,34.20526275297414,AILS,41,41.65685424949237,69,1.331329345703125,237.0,0.5614757537841797,0,True
den312d,65,81,90,"(36, 40)","(45, 7)",42,34.20526275297414,A*,36,39.55634918610404,90,1.4739036560058594,,,0,True
den312d,65,81,90,"(36, 40)","(45, 7)",42,34.20526275297414,Dijkstra,36,39.55634918610404,2730,21.666526794433594,,,0,True
den312d,65,81,90,"(36, 40)","(45, 7)",42,34.20526275297414,BFS,45,44.0,2684,4.904508590698242,,,0,True
den312d,65,81,91,"(50, 36)","(63, 54)",31,22.20360331117452,AILS,26,28.313708498984763,194,6.9580078125,165.0,0.34117698669433594,2,True
den312d,65,81,91,"(50, 36)","(63, 54)",31,22.20360331117452,A*,26,28.313708498984763,194,2.1843910217285156,,,0,True
den312d,65,81,91,"(50, 36)","(63, 54)",31,22.20360331117452,Dijkstra,26,28.313708498984763,1253,9.73820686340332,,,0,True
den312d,65,81,91,"(50, 36)","(63, 54)",31,22.20360331117452,BFS,34,33.0,1359,2.3849010467529297,,,0,True
den312d,65,81,92,"(51, 26)","(47, 44)",22,18.439088914585774,AILS,22,23.89949493661167,73,1.1353492736816406,177.0,0.39005279541015625,0,True
den312d,65,81,92,"(51, 26)","(47, 44)",22,18.439088914585774,A*,22,23.899494936611667,95,1.0950565338134766,,,0,True
den312d,65,81,92,"(51, 26)","(47, 44)",22,18.439088914585774,Dijkstra,22,23.899494936611667,888,6.949186325073242,,,0,True
den312d,65,81,92,"(51, 26)","(47, 44)",22,18.439088914585774,BFS,29,28.0,997,1.6772747039794922,,,0,True
den312d,65,81,93,"(4, 14)","(30, 48)",60,42.80186911806539,AILS,41,48.284271247461895,254,5.667209625244141,249.0,0.5793571472167969,1,True
den312d,65,81,93,"(4, 14)","(30, 48)",60,42.80186911806539,A*,41,48.284271247461895,295,3.362417221069336,,,0,True
den312d,65,81,93,"(4, 14)","(30, 48)",60,42.80186911806539,Dijkstra,41,48.284271247461895,1852,14.026641845703125,,,0,True
den312d,65,81,93,"(4, 14)","(30, 48)",60,42.80186911806539,BFS,61,60.0,2267,3.9730072021484375,,,0,True
den312d,65,81,94,"(54, 29)","(1, 8)",74,57.0087712549569,AILS,58,64.04163056034258,244,6.053686141967773,400.0,0.9701251983642578,1,True
den312d,65,81,94,"(54, 29)","(1, 8)",74,57.0087712549569,A*,58,64.04163056034258,386,4.294395446777344,,,0,True
den312d,65,81,94,"(54, 29)","(1, 8)",74,57.0087712549569,Dijkstra,58,64.04163056034258,3683,29.70266342163086,,,0,True
den312d,65,81,94,"(54, 29)","(1, 8)",74,57.0087712549569,BFS,75,74.0,3623,6.794214248657227,,,0,True
den312d,65,81,95,"(40, 57)","(3, 65)",45,37.8549864614954,AILS,39,41.72792206135786,122,1.9986629486083984,259.0,0.6477832794189453,0,True
den312d,65,81,95,"(40, 57)","(3, 65)",45,37.8549864614954,A*,38,40.31370849898476,68,0.8711814880371094,,,0,True
den312d,65,81,95,"(40, 57)","(3, 65)",45,37.8549864614954,Dijkstra,38,40.31370849898476,2476,18.95451545715332,,,0,True
den312d,65,81,95,"(40, 57)","(3, 65)",45,37.8549864614954,BFS,46,45.0,2457,5.536079406738281,,,0,True
den312d,65,81,96,"(22, 15)","(42, 12)",23,20.223748416156685,AILS,21,22.07106781186548,61,1.153707504272461,168.0,0.396728515625,0,True
den312d,65,81,96,"(22, 15)","(42, 12)",23,20.223748416156685,A*,21,22.07106781186548,61,0.7345676422119141,,,0,True
den312d,65,81,96,"(22, 15)","(42, 12)",23,20.223748416156685,Dijkstra,21,22.07106781186548,867,6.745815277099609,,,0,True
den312d,65,81,96,"(22, 15)","(42, 12)",23,20.223748416156685,BFS,26,25.0,899,1.524209976196289,,,0,True
den312d,65,81,97,"(61, 54)","(3, 37)",75,60.440052945046304,AILS,65,69.38477631085021,543,17.50636100769043,435.0,1.0347366333007812,2,True
den312d,65,81,97,"(61, 54)","(3, 37)",75,60.440052945046304,A*,65,69.38477631085021,656,7.1258544921875,,,0,True
den312d,65,81,97,"(61, 54)","(3, 37)",75,60.440052945046304,Dijkstra,65,69.38477631085021,3526,26.66640281677246,,,0,True
den312d,65,81,97,"(61, 54)","(3, 37)",75,60.440052945046304,BFS,78,77.0,3359,6.456851959228516,,,0,True
den312d,65,81,98,"(44, 30)","(9, 45)",50,38.07886552931954,AILS,43,47.79898987322332,326,8.168935775756836,250.0,0.8552074432373047,1,True
den312d,65,81,98,"(44, 30)","(9, 45)",50,38.07886552931954,A*,43,47.79898987322332,519,5.975961685180664,,,0,True
den312d,65,81,98,"(44, 30)","(9, 45)",50,38.07886552931954,Dijkstra,43,47.79898987322332,3128,24.056673049926758,,,0,True
den312d,65,81,98,"(44, 30)","(9, 45)",50,38.07886552931954,BFS,57,56.0,3281,6.000518798828125,,,0,True
den312d,65,81,99,"(45, 64)","(51, 25)",45,39.45883931389772,AILS,43,47.38477631085022,171,2.511262893676758,320.0,0.7927417755126953,0,True
den312d,65,81,99,"(45, 64)","(51, 25)",45,39.45883931389772,A*,45,46.89949493661166,450,4.947900772094727,,,0,True
den312d,65,81,99,"(45, 64)","(51, 25)",45,39.45883931389772,Dijkstra,45,46.89949493661166,2481,19.09494400024414,,,0,True
den312d,65,81,99,"(45, 64)","(51, 25)",45,39.45883931389772,BFS,52,51.0,2425,4.232883453369141,,,0,True
ht_chantry,162,141,0,"(85, 39)","(62, 70)",54,38.600518131237564,AILS,34,41.69848480983499,116,2.0499229431152344,210.0,0.6287097930908203,0,True
ht_chantry,162,141,0,"(85, 39)","(62, 70)",54,38.600518131237564,A*,33,41.11269837220809,97,1.2729167938232422,,,0,True
ht_chantry,162,141,0,"(85, 39)","(62, 70)",54,38.600518131237564,Dijkstra,33,41.11269837220809,3782,32.7606201171875,,,0,True
ht_chantry,162,141,0,"(85, 39)","(62, 70)",54,38.600518131237564,BFS,55,54.0,4806,9.124279022216797,,,0,True
ht_chantry,162,141,1,"(43, 83)","(72, 49)",63,44.68780594300866,AILS,43,50.69848480983498,312,6.997585296630859,227.0,0.560760498046875,1,True
ht_chantry,162,141,1,"(43, 83)","(72, 49)",63,44.68780594300866,A*,43,50.69848480983498,348,4.189491271972656,,,0,True
ht_chantry,162,141,1,"(43, 83)","(72, 49)",63,44.68780594300866,Dijkstra,43,50.69848480983498,5637,97.66077995300293,,,0,True
ht_chantry,162,141,1,"(43, 83)","(72, 49)",63,44.68780594300866,BFS,64,63.0,6515,12.151956558227539,,,0,True
