grid_size,obstacle_density,pattern,trial_id,algorithm,std_time,std_expanded,std_visited,std_path_length,std_path_cost,std_success,ils_time,ils_expanded,ils_visited,ils_path_length,ils_path_cost,ils_success,ils_iterations,ails_std_time,ails_std_expanded,ails_std_visited,ails_std_path_length,ails_std_path_cost,ails_std_success,ails_std_iterations,ails_std_corridor_size,ails_pred_time,ails_pred_expanded,ails_pred_visited,ails_pred_path_length,ails_pred_path_cost,ails_pred_success,ails_grad_time,ails_grad_expanded,ails_grad_visited,ails_grad_path_length,ails_grad_path_cost,ails_grad_success,ils_time_improvement,ails_pred_time_improvement,ails_pred_vs_ils_improvement
100,0.1,maze,5,A*,0.028942584991455078,2184,2184,114,148.18999999999997,True,0.012533903121948242,1000,1000,114,148.18999999999997,True,1,0.011000394821166992,918,918,114,148.18999999999997,True,1,1168,0.014034509658813477,1000,1000,114,148.18999999999997,True,0.026818513870239258,1912,1912,114,148.18999999999997,True,56.69390579435557,51.509135542119054,-11.972380209621274
100,0.1,maze,5,Dijkstra,0.06729602813720703,8164,8164,114,148.18999999999997,True,0.008762836456298828,1038,1038,114,148.18999999999997,True,1,0.007994651794433594,950,950,114,148.18999999999997,True,1,1168,0.008619070053100586,1040,1040,114,148.18999999999997,True,0.020125150680541992,2344,2344,114,148.18999999999997,True,86.97867214624814,87.19230496705165,1.6406377537138817
100,0.1,maze,5,BFS,0.058615684509277344,8164,8164,114,113.0,True,0.007173061370849609,1038,1038,114,113.0,True,1,0.0067369937896728516,950,950,114,113.0,True,1,1168,0.0072021484375,1040,1040,114,113.0,True,0.016767263412475586,2344,2344,114,113.0,True,87.76255633470544,87.71293298407173,-0.40550422123246693
100,0.1,maze,5,DFS,0.04252004623413086,5942,5942,580,579.0,True,0.006429910659790039,858,858,121,120.0,True,1,0.005656719207763672,739,739,154,153.0,True,1,1168,0.0063915252685546875,860,860,121,120.0,True,0.02050328254699707,1471,1471,301,300.0,True,84.87793116596202,84.9682071525496,0.5969817197523082
100,0.1,maze,5,Greedy,0.006686210632324219,212,212,115,114.0,True,0.004235506057739258,212,212,115,114.0,True,1,0.0038595199584960938,212,212,115,114.0,True,1,1168,0.004203081130981445,212,212,115,114.0,True,0.004198312759399414,212,212,115,114.0,True,36.65311653116532,37.13806874910854,0.7655502392344498
100,0.1,maze,5,Bidirectional,0.03197216987609863,4772,4921,114,113.0,True,0.007030963897705078,1005,1035,114,113.0,True,1,0.006603240966796875,924,948,114,113.0,True,1,1168,0.007379055023193359,1006,1037,114,113.0,True,0.016494274139404297,2239,2288,114,113.0,True,78.00911253458214,76.92038090692836,-4.950830790098339
100,0.1,maze,6,A*,0.029607057571411133,2184,2184,114,148.18999999999997,True,0.012446880340576172,1000,1000,114,148.18999999999997,True,1,0.012861013412475586,918,918,114,148.18999999999997,True,1,1168,0.013241767883300781,1000,1000,114,148.18999999999997,True,0.025015830993652344,1912,1912,114,148.18999999999997,True,57.95975229705027,55.274961548062905,-6.386239129601962
100,0.1,maze,6,Dijkstra,0.06828594207763672,8164,8164,114,148.18999999999997,True,0.008749246597290039,1038,1038,114,148.18999999999997,True,1,0.008037328720092773,950,950,114,148.18999999999997,True,1,1168,0.008573770523071289,1040,1040,114,148.18999999999997,True,0.019985198974609375,2344,2344,114,148.18999999999997,True,87.18733851933578,87.44431099255617,2.005613537891381
100,0.1,maze,6,BFS,0.05846881866455078,8164,8164,114,113.0,True,0.007146596908569336,1038,1038,114,113.0,True,1,0.00720977783203125,950,950,114,113.0,True,1,1168,0.007269382476806641,1040,1040,114,113.0,True,0.01697540283203125,2344,2344,114,113.0,True,87.77708003718867,87.56707824299859,-1.7180984153461218
100,0.1,maze,6,DFS,0.04222536087036133,5942,5942,580,579.0,True,0.006456136703491211,858,858,121,120.0,True,1,0.00558924674987793,739,739,154,153.0,True,1,1168,0.0069310665130615234,860,860,121,120.0,True,0.021370887756347656,1471,1471,301,300.0,True,84.71028649509333,83.58553634546543,-7.356253923704716
100,0.1,maze,6,Greedy,0.009344100952148438,212,212,115,114.0,True,0.005036830902099609,212,212,115,114.0,True,1,0.003950357437133789,212,212,115,114.0,True,1,1168,0.004328489303588867,212,212,115,114.0,True,0.004229545593261719,212,212,115,114.0,True,46.09614206981016,53.6767707695448,14.063239609959291
100,0.1,maze,6,Bidirectional,0.03216242790222168,4772,4921,114,113.0,True,0.008392810821533203,1005,1035,114,113.0,True,1,0.006569385528564453,924,948,114,113.0,True,1,1168,0.007052183151245117,1006,1037,114,113.0,True,0.016060590744018555,2239,2288,114,113.0,True,73.90492145975878,78.07322515363346,15.973524231577752
100,0.1,maze,7,A*,0.02841782569885254,2184,2184,114,148.18999999999997,True,0.012501239776611328,1000,1000,114,148.18999999999997,True,1,0.011998891830444336,918,918,114,148.18999999999997,True,1,1168,0.012624502182006836,1000,1000,114,148.18999999999997,True,0.02717876434326172,1912,1912,114,148.18999999999997,True,56.009161611839616,55.57541130771102,-0.9860014494412022
100,0.1,maze,7,Dijkstra,0.06799983978271484,8164,8164,114,148.18999999999997,True,0.008628368377685547,1038,1038,114,148.18999999999997,True,1,0.008450508117675781,950,950,114,148.18999999999997,True,1,1168,0.008895158767700195,1040,1040,114,148.18999999999997,True,0.02000880241394043,2344,2344,114,148.18999999999997,True,87.31119307743013,86.91885334417907,-3.092014368610113
