grid_size,baseline,time_speedup,time_reduction_pct,node_reduction_pct
1000x1000,A*,9.278518229969874,89.22241703669911,88.9458575372262
1000x1000,JPS,8.644114814061005,88.43143547360867,30.548870360049396
5000x5000,A*,40.323800836452,97.52007504437424,97.1078049342216
5000x5000,JPS,56.3547033776009,98.22552521783396,95.77387531066981
10000x10000,A*,39.85461101205835,97.49088003970873,97.2004575780182
10000x10000,JPS,30.67345136131096,96.73985171012963,96.55037016964437
